"source","target","source_description","target_description","contingency"
"SI","WD","State intent to carry out act by speaker.","Warn of danger.",1
"SI","WS","State intent to carry out act by speaker.","Express a wish.",1
"SI","XA","State intent to carry out act by speaker.","Exhibit attentiveness to hearer.",1
"SI","YA","State intent to carry out act by speaker.","Answer a question with a yes/no question.",0
"SI","YQ","State intent to carry out act by speaker.","Ask a yes/no question.",1
"SI","YY","State intent to carry out act by speaker.","Make a word-like utterance without clear function.",0
"SS","AA","Signal to start performing an act such as running or rolling a ball","Answer in the affirmative to yes/no question.",0
"SS","AB","Signal to start performing an act such as running or rolling a ball","Approve of appropriate behavior.",1
"SS","AC","Signal to start performing an act such as running or rolling a ball","Answer calls/ show attentiveness to communications.",0
"SS","AD","Signal to start performing an act such as running or rolling a ball","Agree to carry out an act requested or proposed by other.",0
"SS","AP","Signal to start performing an act such as running or rolling a ball","Agree with proposition or proposal expressed by previous speaker",0
"SS","CL","Signal to start performing an act such as running or rolling a ball","Call attention to hearer by name or by substitute exclamations",1
"SS","CN","Signal to start performing an act such as running or rolling a ball","Count.",1
"SS","CS","Signal to start performing an act such as running or rolling a ball","Counter-suggestion/ an indirect refusal.",0
"SS","CT","Signal to start performing an act such as running or rolling a ball","Correct provide correct verbal form in place of erroneous one.",1
"SS","DC","Signal to start performing an act such as running or rolling a ball","Create a new state of affairs by declaration",1
"SS","DP","Signal to start performing an act such as running or rolling a ball","Declare make-believe reality.",1
"SS","DS","Signal to start performing an act such as running or rolling a ball","Disapprove scold protest disruptive behavior.",1
"SS","DW","Signal to start performing an act such as running or rolling a ball","Disagree with proposition expressed by previous speaker.",0
"SS","ED","Signal to start performing an act such as running or rolling a ball","Exclaim in disapproval.",1
"SS","EI","Signal to start performing an act such as running or rolling a ball","Elicit imitation of word or sentence by modelling or by explicit command",1
"SS","EM","Signal to start performing an act such as running or rolling a ball","Exclaim in distress pain.",1
"SS","ET","Signal to start performing an act such as running or rolling a ball","Express enthusiasm for hearer's performance.",1
"SS","FP","Signal to start performing an act such as running or rolling a ball","Ask for permission to carry out act.",1
"SS","GR","Signal to start performing an act such as running or rolling a ball","Give reason/ justify a request for an action refusal or prohibition",0
"SS","MK","Signal to start performing an act such as running or rolling a ball","Mark occurrence of event (thank greet apologize congratulate etc.).",1
"SS","OO","Signal to start performing an act such as running or rolling a ball","Unintelligible vocalization.",0
"SS","PF","Signal to start performing an act such as running or rolling a ball","Prohibit/forbid/protest hearer's performance of an act",1
"SS","PM","Signal to start performing an act such as running or rolling a ball","Praise for motor acts i.e for nonverbal behavior.",1
"SS","PR","Signal to start performing an act such as running or rolling a ball","Perform verbal move in game.",1
"SS","QN","Signal to start performing an act such as running or rolling a ball","Ask a product-question (wh-question)",1
"SS","RD","Signal to start performing an act such as running or rolling a ball","Refuse to carry out an act requested or proposed by other.",0
"SS","RP","Signal to start performing an act such as running or rolling a ball","Request propose or suggest an action for hearer or for hearer and speaker.",1
"SS","RQ","Signal to start performing an act such as running or rolling a ball","Yes/no question or suggestion about hearer's wishes and intentions",1
"SS","RR","Signal to start performing an act such as running or rolling a ball","Request to repeat utterance.",1
"SS","RT","Signal to start performing an act such as running or rolling a ball","Repeat or imitate other's utterance.",1
"SS","SI","Signal to start performing an act such as running or rolling a ball","State intent to carry out act by speaker.",1
"SS","SS","Signal to start performing an act such as running or rolling a ball","Signal to start performing an act such as running or rolling a ball",1
"SS","ST","Signal to start performing an act such as running or rolling a ball","Make a declarative statement.",1
"SS","TO","Signal to start performing an act such as running or rolling a ball","Mark transfer of object to hearer",1
"SS","TQ","Signal to start performing an act such as running or rolling a ball","Ask a limited-alternative yes/no question.",1
"SS","TX","Signal to start performing an act such as running or rolling a ball","Read or recite written text aloud.",1
"SS","YQ","Signal to start performing an act such as running or rolling a ball","Ask a yes/no question.",1
"SS","YY","Signal to start performing an act such as running or rolling a ball","Make a word-like utterance without clear function.",0
"ST","AA","Make a declarative statement.","Answer in the affirmative to yes/no question.",0
"ST","AB","Make a declarative statement.","Approve of appropriate behavior.",1
"ST","AC","Make a declarative statement.","Answer calls/ show attentiveness to communications.",0
"ST","AD","Make a declarative statement.","Agree to carry out an act requested or proposed by other.",0
"ST","AN","Make a declarative statement.","Answer in the negative to yes/no question",0
"ST","AP","Make a declarative statement.","Agree with proposition or proposal expressed by previous speaker",0
"ST","CL","Make a declarative statement.","Call attention to hearer by name or by substitute exclamations",1
"ST","CM","Make a declarative statement.","Commiserate express sympathy for hearer's distress.",1
"ST","CN","Make a declarative statement.","Count.",1
"ST","CR","Make a declarative statement.","Criticize or point out error in nonverbal act.",1
"ST","CS","Make a declarative statement.","Counter-suggestion/ an indirect refusal.",0
"ST","CT","Make a declarative statement.","Correct provide correct verbal form in place of erroneous one.",1
"ST","DC","Make a declarative statement.","Create a new state of affairs by declaration",1
"ST","DP","Make a declarative statement.","Declare make-believe reality.",1
"ST","DS","Make a declarative statement.","Disapprove scold protest disruptive behavior.",1
"ST","DW","Make a declarative statement.","Disagree with proposition expressed by previous speaker.",0
"ST","EA","Make a declarative statement.","Elicit onomatopoeic or animal sounds.",1
"ST","EC","Make a declarative statement.","Elicit completion of word or sentence.",1
"ST","ED","Make a declarative statement.","Exclaim in disapproval.",1
"ST","EI","Make a declarative statement.","Elicit imitation of word or sentence by modelling or by explicit command",1
"ST","EM","Make a declarative statement.","Exclaim in distress pain.",1
"ST","EN","Make a declarative statement.","Express positive emotion.",1
"ST","EQ","Make a declarative statement.","Eliciting question (e.g. hmm?).",1
"ST","ET","Make a declarative statement.","Express enthusiasm for hearer's performance.",1
"ST","FP","Make a declarative statement.","Ask for permission to carry out act.",1
"ST","GI","Make a declarative statement.","Give in/ accept other's insistence or refusal.",0
"ST","GR","Make a declarative statement.","Give reason/ justify a request for an action refusal or prohibition",1
"ST","MK","Make a declarative statement.","Mark occurrence of event (thank greet apologize congratulate etc.).",1
"ST","OO","Make a declarative statement.","Unintelligible vocalization.",0
"ST","PA","Make a declarative statement.","Permit hearer to perform act.",0
"ST","PD","Make a declarative statement.","Promise.",1
"ST","PF","Make a declarative statement.","Prohibit/forbid/protest hearer's performance of an act",0
"ST","PM","Make a declarative statement.","Praise for motor acts i.e for nonverbal behavior.",1
"ST","PR","Make a declarative statement.","Perform verbal move in game.",1
"ST","QN","Make a declarative statement.","Ask a product-question (wh-question)",1
"ST","RD","Make a declarative statement.","Refuse to carry out an act requested or proposed by other.",0
"ST","RP","Make a declarative statement.","Request propose or suggest an action for hearer or for hearer and speaker.",1
"ST","RQ","Make a declarative statement.","Yes/no question or suggestion about hearer's wishes and intentions",1
"ST","RR","Make a declarative statement.","Request to repeat utterance.",1
"ST","RT","Make a declarative statement.","Repeat or imitate other's utterance.",1
"ST","SA","Make a declarative statement.","Answer a wh-question with a statement.",0
"ST","SC","Make a declarative statement.","Complete statement or other utterance in compliance with request.",0
"ST","SI","Make a declarative statement.","State intent to carry out act by speaker.",1
"ST","SS","Make a declarative statement.","Signal to start performing an act such as running or rolling a ball",1
"ST","ST","Make a declarative statement.","Make a declarative statement.",1
"ST","TD","Make a declarative statement.","Threaten to do.",1
"ST","TO","Make a declarative statement.","Mark transfer of object to hearer",1
"ST","TQ","Make a declarative statement.","Ask a limited-alternative yes/no question.",1
"ST","TX","Make a declarative statement.","Read or recite written text aloud.",1
"ST","WD","Make a declarative statement.","Warn of danger.",1
"ST","WS","Make a declarative statement.","Express a wish.",1
"ST","XA","Make a declarative statement.","Exhibit attentiveness to hearer.",1
"ST","YQ","Make a declarative statement.","Ask a yes/no question.",1
"ST","YY","Make a declarative statement.","Make a word-like utterance without clear function.",0
"TA","AB","Answer a limited-alternative question.","Approve of appropriate behavior.",1
"TA","AC","Answer a limited-alternative question.","Answer calls/ show attentiveness to communications.",0
"TA","AD","Answer a limited-alternative question.","Agree to carry out an act requested or proposed by other.",0
"TA","AP","Answer a limited-alternative question.","Agree with proposition or proposal expressed by previous speaker",0
"TA","CL","Answer a limited-alternative question.","Call attention to hearer by name or by substitute exclamations",1
"TA","CM","Answer a limited-alternative question.","Commiserate express sympathy for hearer's distress.",0
"TA","CN","Answer a limited-alternative question.","Count.",1
"TA","CR","Answer a limited-alternative question.","Criticize or point out error in nonverbal act.",1
"TA","CS","Answer a limited-alternative question.","Counter-suggestion/ an indirect refusal.",0
"TA","CT","Answer a limited-alternative question.","Correct provide correct verbal form in place of erroneous one.",1
"TA","DP","Answer a limited-alternative question.","Declare make-believe reality.",1
"TA","DS","Answer a limited-alternative question.","Disapprove scold protest disruptive behavior.",0
"TA","DW","Answer a limited-alternative question.","Disagree with proposition expressed by previous speaker.",0
"TA","EA","Answer a limited-alternative question.","Elicit onomatopoeic or animal sounds.",1
"TA","EC","Answer a limited-alternative question.","Elicit completion of word or sentence.",1
"TA","EI","Answer a limited-alternative question.","Elicit imitation of word or sentence by modelling or by explicit command",1
"TA","ET","Answer a limited-alternative question.","Express enthusiasm for hearer's performance.",1
"TA","FP","Answer a limited-alternative question.","Ask for permission to carry out act.",1
"TA","GR","Answer a limited-alternative question.","Give reason/ justify a request for an action refusal or prohibition",1
"TA","MK","Answer a limited-alternative question.","Mark occurrence of event (thank greet apologize congratulate etc.).",1
"TA","OO","Answer a limited-alternative question.","Unintelligible vocalization.",0
"TA","PA","Answer a limited-alternative question.","Permit hearer to perform act.",1
"TA","PD","Answer a limited-alternative question.","Promise.",1
"TA","PF","Answer a limited-alternative question.","Prohibit/forbid/protest hearer's performance of an act",1
"TA","PM","Answer a limited-alternative question.","Praise for motor acts i.e for nonverbal behavior.",1
"TA","PR","Answer a limited-alternative question.","Perform verbal move in game.",1
"TA","QN","Answer a limited-alternative question.","Ask a product-question (wh-question)",1
"TA","RD","Answer a limited-alternative question.","Refuse to carry out an act requested or proposed by other.",0
"TA","RP","Answer a limited-alternative question.","Request propose or suggest an action for hearer or for hearer and speaker.",1
"TA","RQ","Answer a limited-alternative question.","Yes/no question or suggestion about hearer's wishes and intentions",1
"TA","RR","Answer a limited-alternative question.","Request to repeat utterance.",1
"TA","RT","Answer a limited-alternative question.","Repeat or imitate other's utterance.",1
"TA","SA","Answer a limited-alternative question.","Answer a wh-question with a statement.",0
"TA","SI","Answer a limited-alternative question.","State intent to carry out act by speaker.",1
"TA","SS","Answer a limited-alternative question.","Signal to start performing an act such as running or rolling a ball",1
"TA","ST","Answer a limited-alternative question.","Make a declarative statement.",1
"TA","TQ","Answer a limited-alternative question.","Ask a limited-alternative yes/no question.",1
"TA","TX","Answer a limited-alternative question.","Read or recite written text aloud.",1
"TA","XA","Answer a limited-alternative question.","Exhibit attentiveness to hearer.",1
"TA","YQ","Answer a limited-alternative question.","Ask a yes/no question.",1
"TA","YY","Answer a limited-alternative question.","Make a word-like utterance without clear function.",0
"TD","YY","Threaten to do.","Make a word-like utterance without clear function.",0
"TO","AB","Mark transfer of object to hearer","Approve of appropriate behavior.",1
"TO","AC","Mark transfer of object to hearer","Answer calls/ show attentiveness to communications.",1
"TO","AD","Mark transfer of object to hearer","Agree to carry out an act requested or proposed by other.",0
"TO","AP","Mark transfer of object to hearer","Agree with proposition or proposal expressed by previous speaker",0
"TO","CL","Mark transfer of object to hearer","Call attention to hearer by name or by substitute exclamations",1
"TO","CM","Mark transfer of object to hearer","Commiserate express sympathy for hearer's distress.",0
"TO","CN","Mark transfer of object to hearer","Count.",1
"TO","CS","Mark transfer of object to hearer","Counter-suggestion/ an indirect refusal.",0
"TO","CT","Mark transfer of object to hearer","Correct provide correct verbal form in place of erroneous one.",1
"TO","DC","Mark transfer of object to hearer","Create a new state of affairs by declaration",1
"TO","DP","Mark transfer of object to hearer","Declare make-believe reality.",1
"TO","DS","Mark transfer of object to hearer","Disapprove scold protest disruptive behavior.",1
"TO","DW","Mark transfer of object to hearer","Disagree with proposition expressed by previous speaker.",0
"TO","EC","Mark transfer of object to hearer","Elicit completion of word or sentence.",1
"TO","EI","Mark transfer of object to hearer","Elicit imitation of word or sentence by modelling or by explicit command",1
"TO","EM","Mark transfer of object to hearer","Exclaim in distress pain.",1
"TO","ET","Mark transfer of object to hearer","Express enthusiasm for hearer's performance.",1
"TO","FP","Mark transfer of object to hearer","Ask for permission to carry out act.",1
"TO","GR","Mark transfer of object to hearer","Give reason/ justify a request for an action refusal or prohibition",0
"TO","MK","Mark transfer of object to hearer","Mark occurrence of event (thank greet apologize congratulate etc.).",1
"TO","OO","Mark transfer of object to hearer","Unintelligible vocalization.",0
"TO","PA","Mark transfer of object to hearer","Permit hearer to perform act.",1
"TO","PD","Mark transfer of object to hearer","Promise.",1
"TO","PF","Mark transfer of object to hearer","Prohibit/forbid/protest hearer's performance of an act",1
"TO","PM","Mark transfer of object to hearer","Praise for motor acts i.e for nonverbal behavior.",1
"TO","PR","Mark transfer of object to hearer","Perform verbal move in game.",1
"TO","QN","Mark transfer of object to hearer","Ask a product-question (wh-question)",1
"TO","RD","Mark transfer of object to hearer","Refuse to carry out an act requested or proposed by other.",0
"TO","RP","Mark transfer of object to hearer","Request propose or suggest an action for hearer or for hearer and speaker.",1
"TO","RQ","Mark transfer of object to hearer","Yes/no question or suggestion about hearer's wishes and intentions",1
"TO","RR","Mark transfer of object to hearer","Request to repeat utterance.",1
"TO","RT","Mark transfer of object to hearer","Repeat or imitate other's utterance.",1
"TO","SA","Mark transfer of object to hearer","Answer a wh-question with a statement.",0
"TO","SI","Mark transfer of object to hearer","State intent to carry out act by speaker.",1
"TO","SS","Mark transfer of object to hearer","Signal to start performing an act such as running or rolling a ball",1
"TO","ST","Mark transfer of object to hearer","Make a declarative statement.",1
"TO","TO","Mark transfer of object to hearer","Mark transfer of object to hearer",1
"TO","TQ","Mark transfer of object to hearer","Ask a limited-alternative yes/no question.",1
"TO","TX","Mark transfer of object to hearer","Read or recite written text aloud.",1
"TO","WD","Mark transfer of object to hearer","Warn of danger.",1
"TO","XA","Mark transfer of object to hearer","Exhibit attentiveness to hearer.",1
"TO","YQ","Mark transfer of object to hearer","Ask a yes/no question.",1
"TO","YY","Mark transfer of object to hearer","Make a word-like utterance without clear function.",0
"TQ","AA","Ask a limited-alternative yes/no question.","Answer in the affirmative to yes/no question.",1
"TQ","AC","Ask a limited-alternative yes/no question.","Answer calls/ show attentiveness to communications.",0
"TQ","AD","Ask a limited-alternative yes/no question.","Agree to carry out an act requested or proposed by other.",0
"TQ","AN","Ask a limited-alternative yes/no question.","Answer in the negative to yes/no question",1
"TQ","AP","Ask a limited-alternative yes/no question.","Agree with proposition or proposal expressed by previous speaker",0
"TQ","CL","Ask a limited-alternative yes/no question.","Call attention to hearer by name or by substitute exclamations",0
"TQ","CR","Ask a limited-alternative yes/no question.","Criticize or point out error in nonverbal act.",1
"TQ","CT","Ask a limited-alternative yes/no question.","Correct provide correct verbal form in place of erroneous one.",1
"TQ","DC","Ask a limited-alternative yes/no question.","Create a new state of affairs by declaration",0
"TQ","DP","Ask a limited-alternative yes/no question.","Declare make-believe reality.",0
"TQ","DS","Ask a limited-alternative yes/no question.","Disapprove scold protest disruptive behavior.",0
"TQ","DW","Ask a limited-alternative yes/no question.","Disagree with proposition expressed by previous speaker.",0
"TQ","EA","Ask a limited-alternative yes/no question.","Elicit onomatopoeic or animal sounds.",0
"TQ","EC","Ask a limited-alternative yes/no question.","Elicit completion of word or sentence.",0
"TQ","ED","Ask a limited-alternative yes/no question.","Exclaim in disapproval.",1
"TQ","EI","Ask a limited-alternative yes/no question.","Elicit imitation of word or sentence by modelling or by explicit command",0
"TQ","EM","Ask a limited-alternative yes/no question.","Exclaim in distress pain.",1
"TQ","ET","Ask a limited-alternative yes/no question.","Express enthusiasm for hearer's performance.",0
"TQ","FP","Ask a limited-alternative yes/no question.","Ask for permission to carry out act.",0
"TQ","GR","Ask a limited-alternative yes/no question.","Give reason/ justify a request for an action refusal or prohibition",0
"TQ","MK","Ask a limited-alternative yes/no question.","Mark occurrence of event (thank greet apologize congratulate etc.).",0
"TQ","NA","Ask a limited-alternative yes/no question.","Intentionally nonsatisfying answer to question",0
"TQ","OO","Ask a limited-alternative yes/no question.","Unintelligible vocalization.",0
"TQ","PD","Ask a limited-alternative yes/no question.","Promise.",0
"TQ","PF","Ask a limited-alternative yes/no question.","Prohibit/forbid/protest hearer's performance of an act",0
"TQ","PR","Ask a limited-alternative yes/no question.","Perform verbal move in game.",0
"TQ","QN","Ask a limited-alternative yes/no question.","Ask a product-question (wh-question)",1
"TQ","RD","Ask a limited-alternative yes/no question.","Refuse to carry out an act requested or proposed by other.",0
"TQ","RP","Ask a limited-alternative yes/no question.","Request propose or suggest an action for hearer or for hearer and speaker.",0
"TQ","RQ","Ask a limited-alternative yes/no question.","Yes/no question or suggestion about hearer's wishes and intentions",0
"TQ","RR","Ask a limited-alternative yes/no question.","Request to repeat utterance.",1
"TQ","RT","Ask a limited-alternative yes/no question.","Repeat or imitate other's utterance.",1
"TQ","SA","Ask a limited-alternative yes/no question.","Answer a wh-question with a statement.",0
"TQ","SI","Ask a limited-alternative yes/no question.","State intent to carry out act by speaker.",0
"TQ","SS","Ask a limited-alternative yes/no question.","Signal to start performing an act such as running or rolling a ball",0
"TQ","ST","Ask a limited-alternative yes/no question.","Make a declarative statement.",0
"TQ","TA","Ask a limited-alternative yes/no question.","Answer a limited-alternative question.",1
"TQ","TO","Ask a limited-alternative yes/no question.","Mark transfer of object to hearer",0
"TQ","TQ","Ask a limited-alternative yes/no question.","Ask a limited-alternative yes/no question.",0
"TQ","TX","Ask a limited-alternative yes/no question.","Read or recite written text aloud.",0
"TQ","XA","Ask a limited-alternative yes/no question.","Exhibit attentiveness to hearer.",0
"TQ","YQ","Ask a limited-alternative yes/no question.","Ask a yes/no question.",1
"TQ","YY","Ask a limited-alternative yes/no question.","Make a word-like utterance without clear function.",0
"TX","AA","Read or recite written text aloud.","Answer in the affirmative to yes/no question.",0
"TX","AB","Read or recite written text aloud.","Approve of appropriate behavior.",1
"TX","AC","Read or recite written text aloud.","Answer calls/ show attentiveness to communications.",0
"TX","AD","Read or recite written text aloud.","Agree to carry out an act requested or proposed by other.",0
"TX","AN","Read or recite written text aloud.","Answer in the negative to yes/no question",0
"TX","AP","Read or recite written text aloud.","Agree with proposition or proposal expressed by previous speaker",0
"TX","CL","Read or recite written text aloud.","Call attention to hearer by name or by substitute exclamations",1
"TX","CM","Read or recite written text aloud.","Commiserate express sympathy for hearer's distress.",0
"TX","CN","Read or recite written text aloud.","Count.",1
"TX","CS","Read or recite written text aloud.","Counter-suggestion/ an indirect refusal.",0
"TX","DC","Read or recite written text aloud.","Create a new state of affairs by declaration",1
"TX","DP","Read or recite written text aloud.","Declare make-believe reality.",1
"TX","DS","Read or recite written text aloud.","Disapprove scold protest disruptive behavior.",1
"TX","DW","Read or recite written text aloud.","Disagree with proposition expressed by previous speaker.",0
"TX","EA","Read or recite written text aloud.","Elicit onomatopoeic or animal sounds.",1
"TX","EC","Read or recite written text aloud.","Elicit completion of word or sentence.",1
"TX","ED","Read or recite written text aloud.","Exclaim in disapproval.",1
"TX","EI","Read or recite written text aloud.","Elicit imitation of word or sentence by modelling or by explicit command",1
"TX","ET","Read or recite written text aloud.","Express enthusiasm for hearer's performance.",1
"TX","FP","Read or recite written text aloud.","Ask for permission to carry out act.",1
"TX","GR","Read or recite written text aloud.","Give reason/ justify a request for an action refusal or prohibition",0
"TX","MK","Read or recite written text aloud.","Mark occurrence of event (thank greet apologize congratulate etc.).",1
"TX","OO","Read or recite written text aloud.","Unintelligible vocalization.",0
"TX","PD","Read or recite written text aloud.","Promise.",1
"TX","PF","Read or recite written text aloud.","Prohibit/forbid/protest hearer's performance of an act",0
"TX","PR","Read or recite written text aloud.","Perform verbal move in game.",1
"TX","QN","Read or recite written text aloud.","Ask a product-question (wh-question)",1
"TX","RD","Read or recite written text aloud.","Refuse to carry out an act requested or proposed by other.",0
"TX","RP","Read or recite written text aloud.","Request propose or suggest an action for hearer or for hearer and speaker.",1
"TX","RQ","Read or recite written text aloud.","Yes/no question or suggestion about hearer's wishes and intentions",1
"TX","RR","Read or recite written text aloud.","Request to repeat utterance.",1
"TX","RT","Read or recite written text aloud.","Repeat or imitate other's utterance.",1
"TX","SA","Read or recite written text aloud.","Answer a wh-question with a statement.",0
"TX","SI","Read or recite written text aloud.","State intent to carry out act by speaker.",1
"TX","ST","Read or recite written text aloud.","Make a declarative statement.",1
"TX","TO","Read or recite written text aloud.","Mark transfer of object to hearer",1
"TX","TQ","Read or recite written text aloud.","Ask a limited-alternative yes/no question.",1
"TX","TX","Read or recite written text aloud.","Read or recite written text aloud.",1
"TX","XA","Read or recite written text aloud.","Exhibit attentiveness to hearer.",1
"TX","YQ","Read or recite written text aloud.","Ask a yes/no question.",1
"TX","YY","Read or recite written text aloud.","Make a word-like utterance without clear function.",0
"WD","AA","Warn of danger.","Answer in the affirmative to yes/no question.",0
"WD","AB","Warn of danger.","Approve of appropriate behavior.",1
"WD","AC","Warn of danger.","Answer calls/ show attentiveness to communications.",1
"WD","AD","Warn of danger.","Agree to carry out an act requested or proposed by other.",0
"WD","AP","Warn of danger.","Agree with proposition or proposal expressed by previous speaker",0
"WD","CL","Warn of danger.","Call attention to hearer by name or by substitute exclamations",1
"WD","CN","Warn of danger.","Count.",0
"WD","CT","Warn of danger.","Correct provide correct verbal form in place of erroneous one.",1
"WD","DC","Warn of danger.","Create a new state of affairs by declaration",1
"WD","DP","Warn of danger.","Declare make-believe reality.",0
"WD","DW","Warn of danger.","Disagree with proposition expressed by previous speaker.",0
"WD","ED","Warn of danger.","Exclaim in disapproval.",1
"WD","EI","Warn of danger.","Elicit imitation of word or sentence by modelling or by explicit command",0
"WD","EM","Warn of danger.","Exclaim in distress pain.",1
"WD","FP","Warn of danger.","Ask for permission to carry out act.",1
"WD","GR","Warn of danger.","Give reason/ justify a request for an action refusal or prohibition",0
"WD","MK","Warn of danger.","Mark occurrence of event (thank greet apologize congratulate etc.).",1
"WD","OO","Warn of danger.","Unintelligible vocalization.",0
"WD","PA","Warn of danger.","Permit hearer to perform act.",1
"WD","PF","Warn of danger.","Prohibit/forbid/protest hearer's performance of an act",1
"WD","PR","Warn of danger.","Perform verbal move in game.",1
"WD","QN","Warn of danger.","Ask a product-question (wh-question)",1
"WD","RD","Warn of danger.","Refuse to carry out an act requested or proposed by other.",0
"WD","RP","Warn of danger.","Request propose or suggest an action for hearer or for hearer and speaker.",1
"WD","RQ","Warn of danger.","Yes/no question or suggestion about hearer's wishes and intentions",1
"WD","RR","Warn of danger.","Request to repeat utterance.",1
"WD","RT","Warn of danger.","Repeat or imitate other's utterance.",1
"WD","SA","Warn of danger.","Answer a wh-question with a statement.",0
"WD","SI","Warn of danger.","State intent to carry out act by speaker.",1
"WD","ST","Warn of danger.","Make a declarative statement.",1
"WD","TO","Warn of danger.","Mark transfer of object to hearer",1
"WD","WD","Warn of danger.","Warn of danger.",1
"WD","YQ","Warn of danger.","Ask a yes/no question.",1
"WD","YY","Warn of danger.","Make a word-like utterance without clear function.",0
"WS","AC","Express a wish.","Answer calls/ show attentiveness to communications.",0
"WS","QN","Express a wish.","Ask a product-question (wh-question)",1
"WS","ST","Express a wish.","Make a declarative statement.",1
"WS","YY","Express a wish.","Make a word-like utterance without clear function.",0
"XA","AA","Exhibit attentiveness to hearer.","Answer in the affirmative to yes/no question.",0
"XA","AB","Exhibit attentiveness to hearer.","Approve of appropriate behavior.",1
"XA","AC","Exhibit attentiveness to hearer.","Answer calls/ show attentiveness to communications.",1
"XA","AD","Exhibit attentiveness to hearer.","Agree to carry out an act requested or proposed by other.",0
"XA","AN","Exhibit attentiveness to hearer.","Answer in the negative to yes/no question",0
"XA","AP","Exhibit attentiveness to hearer.","Agree with proposition or proposal expressed by previous speaker",0
"XA","CL","Exhibit attentiveness to hearer.","Call attention to hearer by name or by substitute exclamations",0
"XA","CN","Exhibit attentiveness to hearer.","Count.",1
"XA","CS","Exhibit attentiveness to hearer.","Counter-suggestion/ an indirect refusal.",0
"XA","CT","Exhibit attentiveness to hearer.","Correct provide correct verbal form in place of erroneous one.",1
"XA","DC","Exhibit attentiveness to hearer.","Create a new state of affairs by declaration",1
"XA","DP","Exhibit attentiveness to hearer.","Declare make-believe reality.",1
"XA","DS","Exhibit attentiveness to hearer.","Disapprove scold protest disruptive behavior.",0
"XA","DW","Exhibit attentiveness to hearer.","Disagree with proposition expressed by previous speaker.",0
"XA","EA","Exhibit attentiveness to hearer.","Elicit onomatopoeic or animal sounds.",1
"XA","EC","Exhibit attentiveness to hearer.","Elicit completion of word or sentence.",1
"XA","ED","Exhibit attentiveness to hearer.","Exclaim in disapproval.",1
"XA","EI","Exhibit attentiveness to hearer.","Elicit imitation of word or sentence by modelling or by explicit command",1
"XA","EM","Exhibit attentiveness to hearer.","Exclaim in distress pain.",1
"XA","FP","Exhibit attentiveness to hearer.","Ask for permission to carry out act.",1
"XA","GR","Exhibit attentiveness to hearer.","Give reason/ justify a request for an action refusal or prohibition",1
"XA","MK","Exhibit attentiveness to hearer.","Mark occurrence of event (thank greet apologize congratulate etc.).",1
"XA","OO","Exhibit attentiveness to hearer.","Unintelligible vocalization.",0
"XA","PA","Exhibit attentiveness to hearer.","Permit hearer to perform act.",1
"XA","PF","Exhibit attentiveness to hearer.","Prohibit/forbid/protest hearer's performance of an act",1
"XA","PR","Exhibit attentiveness to hearer.","Perform verbal move in game.",1
"XA","QN","Exhibit attentiveness to hearer.","Ask a product-question (wh-question)",1
"XA","RD","Exhibit attentiveness to hearer.","Refuse to carry out an act requested or proposed by other.",0
"XA","RP","Exhibit attentiveness to hearer.","Request propose or suggest an action for hearer or for hearer and speaker.",1
"XA","RQ","Exhibit attentiveness to hearer.","Yes/no question or suggestion about hearer's wishes and intentions",1
"XA","RR","Exhibit attentiveness to hearer.","Request to repeat utterance.",1
"XA","RT","Exhibit attentiveness to hearer.","Repeat or imitate other's utterance.",1
"XA","SA","Exhibit attentiveness to hearer.","Answer a wh-question with a statement.",0
"XA","SI","Exhibit attentiveness to hearer.","State intent to carry out act by speaker.",1
"XA","ST","Exhibit attentiveness to hearer.","Make a declarative statement.",1
"XA","TO","Exhibit attentiveness to hearer.","Mark transfer of object to hearer",1
"XA","TQ","Exhibit attentiveness to hearer.","Ask a limited-alternative yes/no question.",1
"XA","TX","Exhibit attentiveness to hearer.","Read or recite written text aloud.",1
"XA","XA","Exhibit attentiveness to hearer.","Exhibit attentiveness to hearer.",0
"XA","YQ","Exhibit attentiveness to hearer.","Ask a yes/no question.",1
"XA","YY","Exhibit attentiveness to hearer.","Make a word-like utterance without clear function.",0
"YA","AA","Answer a question with a yes/no question.","Answer in the affirmative to yes/no question.",1
"YA","AC","Answer a question with a yes/no question.","Answer calls/ show attentiveness to communications.",0
"YA","AD","Answer a question with a yes/no question.","Agree to carry out an act requested or proposed by other.",0
"YA","AN","Answer a question with a yes/no question.","Answer in the negative to yes/no question",1
"YA","AP","Answer a question with a yes/no question.","Agree with proposition or proposal expressed by previous speaker",0
"YA","CL","Answer a question with a yes/no question.","Call attention to hearer by name or by substitute exclamations",0
"YA","CN","Answer a question with a yes/no question.","Count.",0
"YA","CS","Answer a question with a yes/no question.","Counter-suggestion/ an indirect refusal.",1
"YA","CT","Answer a question with a yes/no question.","Correct provide correct verbal form in place of erroneous one.",1
"YA","DC","Answer a question with a yes/no question.","Create a new state of affairs by declaration",0
"YA","DP","Answer a question with a yes/no question.","Declare make-believe reality.",0
"YA","DS","Answer a question with a yes/no question.","Disapprove scold protest disruptive behavior.",0
"YA","DW","Answer a question with a yes/no question.","Disagree with proposition expressed by previous speaker.",0
"YA","EI","Answer a question with a yes/no question.","Elicit imitation of word or sentence by modelling or by explicit command",0
"YA","ET","Answer a question with a yes/no question.","Express enthusiasm for hearer's performance.",0
